kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62,kp_63,kp_64,kp_65,kp_66,kp_67,kp_68,kp_69,kp_70,kp_71,kp_72,kp_73,kp_74,kp_75,kp_76,kp_77,kp_78,kp_79,kp_80,kp_81,kp_82,kp_83,kp_84,kp_85,kp_86,kp_87,kp_88,kp_89,kp_90,kp_91,kp_92,kp_93,kp_94,kp_95,kp_96,kp_97,kp_98,label,posture_name
0.17440426,-0.3920962,-0.23695889,-0.6483186,0.44582838,0.41544333,-0.5987,-0.68302137,-0.8459901,0.8239515,-0.5338603,-0.31167296,-0.43899098,-0.1727508,0.4280976,0.74119127,-0.6348025,0.3728247,-0.2948757,0.9610543,-0.4021617,-0.98561406,0.031279948,-0.6985378,-0.91101116,0.39653847,0.46451858,-0.07860197,0.35377103,0.0764789,0.25960222,0.19340795,0.33164552,-0.6007387,-0.46258676,-0.1200737,-0.10774398,0.5488234,-0.26521268,-0.6749897,-0.49706805,-0.570533,0.46332005,-0.05932077,0.4172614,-0.16756064,0.7794712,0.9670406,0.33968502,0.72762513,0.015866535,0.86924165,0.66317296,0.98355716,0.24618746,0.5584135,0.08573628,-0.4817598,-0.29048964,0.78801084,-0.8881041,0.18295977,-0.25503194,-0.22661492,0.7691424,0.70764476,0.19768475,-0.4541623,-0.04908731,-0.18341321,-0.29276395,-0.7944288,0.086227775,-0.3963374,0.32161587,-0.3615921,-0.13767302,-0.8952792,0.9850761,0.015220767,-0.9515248,0.08246132,0.740708,0.54510427,0.40181336,-0.7210707,0.31547415,0.53259677,0.14483812,0.785498,-0.44602042,-0.5157106,0.7391395,0.2507965,-0.99710554,-0.29373717,0.71571195,-0.94536096,-0.99350417,0,Standing
-0.43748143,0.82800007,0.80295515,0.03752389,0.106473744,-0.335984,-0.5125267,0.6304437,-0.78741026,-0.025291258,0.2687945,-0.79263943,0.03921419,0.15504257,0.48499212,-0.5303279,-0.41334498,0.13904229,0.9662528,-0.56501365,0.97180766,0.42868507,0.65216416,-0.82071745,-0.3991596,-0.88452744,-0.256906,0.9625793,-0.78945386,0.12474556,-0.9878588,0.42536563,-0.6056146,-0.7408309,-0.32596436,0.54208857,-0.7867738,-0.540322,-0.98307115,0.93682975,0.1842912,0.43979928,0.30276635,-0.71127087,0.18987988,-0.7371688,-0.1975271,0.13792627,0.11776223,-0.76185316,-0.9311281,0.5964686,0.45184487,-0.8363622,-0.745169,0.7851676,0.5382578,0.9923206,-0.4920251,-0.024394022,-0.52708083,0.24560028,-0.76917154,-0.7455137,-0.85622424,0.38717216,-0.011854845,0.23546243,0.7586021,0.48065698,-0.076554164,0.968712,-0.087487794,-0.7750987,0.9853095,-0.9543585,0.09976712,-0.38180903,0.007104302,0.1174259,-0.51980823,0.11371751,0.5121222,-0.46698034,-0.23314774,-0.46351463,0.6411195,0.44996452,0.7423929,-0.6599002,-0.8528407,-0.761233,-0.6779633,0.06616532,0.94182414,-0.28552917,0.91701657,-0.9235984,0.8537444,1,Bending
-0.99774295,0.82495,-0.88754517,1.1260809,-0.59840345,-0.39457187,1.37368,-0.23855823,0.33505595,-0.2921449,0.21285298,0.4429708,0.46895328,0.25562486,-0.092300445,-0.58995074,-0.2235778,0.3589083,-0.16327754,-0.48125494,-0.24775514,0.36203736,-0.4922423,-0.9006626,1.0685511,-0.87139696,0.77473104,-0.21966544,-0.8694765,0.12600952,0.5969944,-0.017530862,0.14900866,-0.7537687,0.32589856,0.0048044394,-0.5142328,0.6530013,0.4554422,-0.84154326,0.69523555,0.8405165,1.0951371,-0.5700951,0.83158433,-1.1445291,-0.90315354,-0.345026,0.809931,0.8465482,0.2745713,0.3956095,-0.8152583,-0.87849253,0.45000026,0.9322326,0.005442618,1.1308194,-0.5575627,-0.5104142,0.09242505,-0.9127932,0.8097854,-1.2724873,0.34186158,-0.86565435,1.2933797,0.17293555,0.77459204,-0.48787695,0.75563836,0.6219826,-1.410679,-0.5960851,0.31542134,0.09948696,-0.41860038,-0.16273229,-0.42468262,0.8211045,-0.7930834,1.2352983,0.075129636,0.39657384,0.0321047,0.88328546,0.5912179,-1.3398649,-0.5706346,-0.09825154,-0.7858043,0.67592436,0.91947246,-0.83047557,0.053838734,-0.9646162,0.7922014,-0.68779,-0.89048016,3,Aggressive
-0.19827352,-0.32624292,0.27470833,0.07133022,0.19194151,-0.056045596,-0.4445257,0.9056506,-0.8271817,0.877782,-0.3775239,0.02532289,-0.7823154,-0.85813785,-0.1409091,0.48339474,-0.46127045,0.12469578,-0.4426993,-0.22277388,0.8128926,0.7116793,0.032035086,-0.52378875,-0.6136322,0.9081747,-0.5945668,0.61633664,-0.26205957,0.9713197,-0.2636885,-0.29696676,0.27492726,0.9230336,0.9524192,0.4144123,0.50921273,0.12680435,0.5115515,0.7195593,-0.027809395,0.23972453,0.07463339,0.12494123,0.7800958,-0.28876635,-0.58363193,-0.08743978,-0.58382964,-0.0031991487,0.8070162,0.23486704,0.71086574,-0.66761816,0.8017472,0.20357433,-0.9364804,0.2662379,0.9027939,-0.841666,0.16491225,0.83095723,-0.98060966,0.26182586,-0.050195415,-0.30602136,0.25507298,-0.8945958,0.5061261,-0.99104106,-0.38612852,0.007917276,-0.2459555,-0.38504812,0.66167027,0.86966515,0.7474254,0.044862624,0.76832837,0.84172314,-0.1815232,-0.43310827,-0.8034696,-0.041816156,0.89259386,0.121815056,0.3351242,-0.7742324,-0.71296066,-0.071053475,0.9025296,-0.27843073,0.7549681,-0.75942284,0.23403442,0.20122595,0.7197495,-0.9933666,-0.6201367,0,Standing
-1.3024048,0.8999322,-0.6926127,-0.52353734,0.06892299,0.057116926,0.5122674,0.8977193,0.07709088,0.34013087,0.4503183,-0.47088173,0.44284752,0.33488634,-0.17180814,0.17809202,-0.19737434,-0.7716325,-0.97285306,0.64817524,0.4576124,0.5229944,0.91327006,-0.9494909,1.3528413,-0.47981513,-0.90374756,-1.3767109,0.24622968,0.7651057,-0.4144984,0.61617917,-0.06263896,-0.6252435,0.6872476,-0.06938561,-1.0556381,-0.034695163,-0.22700801,-0.7067571,0.35170949,0.4537641,-1.4236896,0.1426405,0.8197417,0.4282827,-0.5455038,-0.6143377,0.33732352,-0.17063223,-0.9515553,0.01031612,0.6134895,0.5948539,-0.5579122,-0.05484413,0.15901488,1.4285991,0.05208725,-0.9779073,0.35761002,-0.3278979,0.34973922,1.162122,-0.23832823,-0.985454,-0.5817581,0.2666957,-0.85525334,0.7656544,0.29407004,0.5115348,-1.4822675,-0.020653868,0.89142275,0.5305355,-0.38499445,0.61997575,0.7445097,0.950969,-0.04477286,-0.6902649,0.53627425,-0.005134265,1.4943569,-0.47791934,-0.75549394,-0.0052113947,0.88726133,0.0014892165,-0.39184523,0.24832492,-0.7348543,-0.94505316,0.41387793,0.9439802,-1.0336765,-0.17911622,-0.8098124,3,Aggressive
-0.5152471,0.7619919,0.0812865,-0.5388662,0.8608438,0.55565995,0.9252833,0.8609669,0.37598404,-0.48383906,0.8591464,0.34580472,0.6053537,0.95785505,0.19701193,0.055224665,0.700464,-0.47514004,0.1600496,0.78007877,-0.9336545,0.13480316,0.96569514,-0.7192745,0.24623898,0.72998005,-0.11823954,-0.2800024,0.7584234,-0.059760466,0.9269173,0.7980214,0.48056868,-0.48541486,0.9437942,0.1051395,-0.34178144,0.8751551,-0.44144273,-0.9879984,0.86670005,0.40012833,0.541926,0.9775084,-0.183914,-0.92526865,0.8461991,0.55843854,0.21197253,0.9841031,-0.485116,0.63360405,0.7402409,-0.33168456,0.32871738,0.8199297,-0.07825959,0.79948217,0.9466876,0.4828398,-0.6818723,0.74509823,0.7412471,-0.084196426,0.7526708,0.6407867,-0.7279472,0.8145218,0.83968204,0.15274122,0.9785996,-0.7461149,-0.48052934,0.7545836,0.026788143,-0.86059064,0.9866873,-0.12017911,-0.0521705,0.9015951,0.41122994,-0.90554273,0.84137213,-0.8782817,-0.15369937,0.70529747,0.49216253,-0.55399966,0.8574152,-0.02719249,-0.107348494,0.8247012,0.42630798,0.21461809,0.93724424,-0.15548147,0.61706334,0.8677697,0.67669135,2,Collapsed_Fall
1.4212608,-0.42146584,0.35573906,-1.164248,-0.5416916,-0.38947514,1.2448955,0.77877617,0.3491353,-0.36129764,0.08712118,-0.86215353,0.022205202,0.10878396,-0.34439805,1.0596186,-0.067486145,0.33299348,0.5544886,0.60508454,0.4770465,1.3384981,0.97037935,-0.40954006,1.453997,0.7109567,0.15904887,0.4246292,-0.17109562,0.1809827,0.17934904,0.9715352,0.600037,-0.74105823,0.38858855,-0.62789994,-0.6735822,0.7293132,-0.20733869,-0.738741,0.12334592,-0.15820296,0.85438836,-0.032413535,0.39446628,0.3464076,-0.608886,-0.34113425,0.7072846,0.9241169,-0.26933277,0.9487179,0.30694506,-0.16160057,1.180062,0.7889375,0.026817556,-1.0591422,-0.88393885,0.39146104,1.1252236,-0.2816014,-0.56063426,0.4372474,-0.1465902,0.3074122,1.2539939,-0.17186567,0.6345176,1.2861629,0.20632233,-0.5802884,-0.22008741,0.85527545,0.1329035,0.6425507,0.8040386,0.8882956,0.9778067,-0.99343777,0.8680298,-0.72753286,-0.9201475,-0.8892229,-0.041909434,0.24160817,-0.1953776,-0.72220844,-0.047034733,-0.11573852,-1.2345518,-0.4407742,-0.56493765,0.59389526,-0.39252037,0.19832975,0.21681538,-0.32621086,-0.25137168,3,Aggressive
-0.2581527,0.9448134,-0.534006,0.6361231,0.41642168,-0.98886,0.98635244,0.5128787,0.36489916,-0.18935059,0.110406175,-0.4934582,-0.92903316,0.6720433,0.792969,-0.6750587,0.5741122,0.48230535,-0.64325,-0.1563424,-0.15448415,0.5199285,0.6753218,-0.8104498,0.12593848,0.523497,0.5723812,-0.70401293,0.051010285,0.7151174,-0.36296284,-0.1497662,0.608717,-0.82136095,0.7189866,-0.37768656,-0.99709934,-0.5316817,-0.8209987,-0.8152302,0.38567147,-0.57204735,0.8694847,0.032889094,-0.07980348,-0.13143297,0.3851753,-0.095474474,-0.7427993,0.7603444,-0.14320931,-0.8519908,0.058731973,0.2946937,-0.44883507,0.6006808,0.3395517,0.30068234,-0.1583501,0.9238306,-0.45162165,0.155411,-0.38188967,0.4896095,-0.90441704,-0.90821224,0.6217219,-0.13146368,-0.3176399,0.21505372,0.4037987,-0.5975973,-0.6291375,0.9163015,0.1793286,-0.21976705,0.6028834,0.050317917,-0.5166744,-0.5865294,-0.20628147,0.7197917,-0.87710416,-0.562948,0.78630364,-0.7565309,0.25925145,-0.57297724,0.2117337,-0.23379166,-0.7966462,0.16495013,0.3660855,0.36054525,0.27406883,0.00044956186,0.038945235,0.27128023,0.38051873,1,Bending
0.30975348,0.17389113,-0.688322,-0.57876694,-0.47955197,0.83932334,0.5187902,0.10573364,-0.49588615,-0.77821696,0.79751843,0.785332,-0.7786088,0.5944333,-0.10670986,-0.35206613,0.47820908,0.22865908,0.5600602,-0.85134226,-0.36282596,-0.3613663,-0.34049383,0.0049597453,-0.4339724,-0.11123278,-0.26444483,0.47059208,0.2070016,0.30725887,-0.5788322,-0.34899566,-0.9576691,-0.7832506,-0.46989155,-0.86907256,0.2052648,0.9962602,-0.7983696,0.6424604,-0.7623675,0.33982804,0.2863152,0.80543387,-0.7721088,-0.36911106,-0.8184405,-0.18523335,0.82318634,0.5630463,0.44580022,0.06605501,0.76697147,-0.101116404,-0.70062864,0.6751704,-0.44072333,-0.8927329,-0.7479239,0.21811783,0.21416393,-0.47963366,0.4543603,0.5472803,0.84100527,0.169875,0.5588467,0.50619936,-0.4843819,-0.37954813,-0.04303521,-0.96192205,-0.40520445,-0.052234255,-0.7838614,-0.7474482,-0.07352653,0.46193007,0.6674979,0.09262779,-0.050502025,-0.23143886,-0.614102,-0.706876,0.5837929,-0.06998674,0.5806405,0.40816608,-0.6122082,0.020614529,-0.11196674,-0.15225299,0.0851421,0.9641638,0.6258012,0.80742484,-0.94072086,-0.7193273,-0.8304727,0,Standing
-0.47353798,0.81999004,0.2841065,0.0016625326,0.7637682,0.8797119,-0.6729581,0.7568422,-0.036555592,-0.09334106,0.7838409,-0.813719,0.7649863,0.9946445,0.7505232,0.98895514,0.9887721,-0.8134756,-0.66695225,0.95343804,-0.7928941,0.63068366,0.7205169,0.9517724,0.40518287,0.94955736,-0.047914706,-0.066231556,0.92669094,0.071382344,-0.93765384,0.98158336,-0.02561645,0.5819308,0.84005755,-0.53892976,-0.90315413,0.85447174,0.9555256,-0.10668403,0.8703124,-0.68665624,-0.4251088,0.86378914,-0.15225051,0.31081423,0.79412276,-0.8980465,-0.25344276,0.7484234,-0.0032969783,0.9295675,0.9135321,-0.44820237,-0.613372,0.9737671,0.07276257,0.20799786,0.89991534,0.45180693,-0.9132734,0.94873816,0.06540661,-0.21658294,0.8563835,0.2249029,-0.7009874,0.8515416,-0.3288276,-0.29918212,0.9956418,-0.68031305,-0.6763359,0.9983635,0.7889831,-0.5879453,0.88261914,-0.37678117,0.57476664,0.8112635,-0.6069132,-0.57871693,0.8117301,0.14155003,-0.72208345,0.90156007,-0.6643558,-0.75079083,0.76731133,-0.008494742,0.26242027,0.9940682,0.10739017,-0.48486194,0.9138976,0.3044759,-0.69929975,0.7483386,0.7044696,2,Collapsed_Fall
-0.75915354,0.7949226,-0.8411086,-0.30218154,0.22101863,0.11882952,-0.80721784,0.59782636,0.9463066,-0.63754344,0.7902619,0.11361888,0.87186754,-0.6478281,0.5840428,-0.88043684,0.7663929,0.34831885,-0.25949043,-0.61906636,0.6330662,0.20648265,-0.2791683,-0.11232835,0.6530853,-0.3221456,-0.8207346,0.82256436,-0.22531252,-0.30322498,-0.59120077,0.79484516,-0.5649893,0.27334574,0.76153004,-0.93017274,0.6575834,-0.17880116,0.31594914,-0.25519088,0.39103252,-0.49141017,-0.9561389,0.89557505,-0.9672645,0.6481986,-0.6617248,-0.21555954,0.6449848,-0.5881357,0.7314152,-0.0044821217,-0.26769307,0.3248755,-0.31722057,-0.3054233,0.4670528,-0.38033554,-0.5984547,0.61529225,0.6107421,-0.0048285928,0.053311232,0.39215326,0.018548584,-0.16592008,0.9897884,-0.7047191,0.18545596,0.7717261,0.3744301,0.7618466,-0.32733056,-0.45601404,0.70254475,-0.21177085,0.41936466,-0.7045028,0.51167625,0.0979653,-0.46277672,-0.0109920725,0.39388725,-0.97622716,0.2749341,0.08318156,-0.5594277,0.50596213,-0.39307803,-0.44627813,-0.0575633,0.35229936,0.85769194,-0.7172855,-0.20706376,-0.8660208,0.51710147,-0.10453422,0.41385826,1,Bending
-0.35561115,0.68863446,0.069656156,0.8872156,-0.84237075,0.02855365,0.53291047,0.2003053,-0.95361173,0.94467735,-0.4034726,-0.5014443,-0.028680248,0.08431622,0.53257626,-0.21345268,-0.12007925,0.06991983,-0.21122581,0.82909614,0.7025039,-0.09005261,-0.9996103,0.801869,-0.75132686,-0.5109752,-0.69527745,-0.6403689,0.6057551,0.15900289,0.9121903,-0.537093,-0.028730184,0.95485675,0.65288705,0.45723137,-0.62204957,0.5388108,-0.30486974,0.061073795,0.21832243,0.21872742,0.45304695,0.3234042,-0.86325824,-0.08530595,0.32804322,-0.40801403,-0.37388662,-0.7508649,-0.16277003,0.9736609,-0.42936128,0.06287379,0.4864745,-0.9730055,0.8008791,-0.22689962,0.73823196,-0.92210466,-0.7086729,-0.3549411,-0.30907646,0.69558847,-0.9775978,0.28222355,-0.73737514,0.6464313,0.55714655,-0.00015794518,-0.57462555,0.26899078,-0.6874834,-0.61995244,0.2533798,0.98245686,0.78212166,0.18621472,0.07707354,0.9967698,0.094794296,-0.15976696,0.81911105,-0.5316314,-0.80494803,0.26818007,-0.80830073,-0.25370294,-0.15284523,0.09507614,0.9833191,-0.55803657,-0.24848725,-0.73551977,0.21522705,0.45534638,-0.035846353,-0.50833744,0.24177654,0,Standing
-0.40750447,-0.65762854,-0.1886362,-0.8289172,0.96523553,0.6985717,-1.2417878,0.77755404,0.4709688,0.4345045,-0.89089376,-0.08786758,-1.1867753,0.1665916,-0.6496677,-0.3114996,-0.36445126,-0.4773062,0.50854534,0.029706577,0.7097381,-1.0162839,0.6704994,0.7672075,1.1524433,-0.30794743,-0.8847532,-0.94520366,-0.86835396,0.48227105,0.33188295,0.89756155,-0.16079596,1.2713686,-0.43469033,-0.40182257,-1.213893,0.99596524,0.035144836,-1.1851307,0.57249963,0.5917286,-1.1229141,-0.2269155,-0.6161564,-0.4274134,0.91878724,0.49413547,0.5147701,-0.50964093,0.9772205,0.11588773,0.6871286,-0.289084,-0.6054422,0.6639553,-0.81879395,0.3541873,0.90404856,0.39813182,-0.16051096,0.5150106,-0.8788598,-0.4420655,-0.017473487,-0.26369953,-0.3526525,0.56289476,-0.97064155,-0.42195722,-0.9997795,-0.87388295,0.03525651,0.68189704,-0.71000844,-0.35926872,0.35701045,-0.5409342,-0.5414852,0.8228146,0.02445705,-0.53692764,0.2556286,0.18440036,-0.84301597,-0.8188112,-0.6864373,-0.8705991,-0.48106846,-0.09178935,-0.6418087,0.78129977,0.22421882,1.4167706,0.05407865,-0.82025903,-0.8874795,0.6440651,-0.61179245,3,Aggressive
-0.16624896,-0.34113052,-0.22220434,1.2256058,-0.7295184,-0.49832028,-1.4654906,-0.22814296,0.2650989,0.31458637,0.09810588,-0.5029009,1.1105711,-0.9528106,-0.13651252,-0.99734825,-0.63600874,-0.48688298,0.93815356,-0.8588841,-0.30428535,0.4383189,-0.2922392,-0.07892676,0.9638488,0.2969955,0.89979,-1.2872341,0.58790135,0.90325445,-1.2870835,0.23410839,0.77439356,-1.0710498,0.95484096,-0.7992946,1.4369048,0.9547258,-0.24086395,1.1381819,-0.9391942,0.38967422,0.21709195,-0.23458743,-0.9574003,0.085328296,0.7840466,0.4450322,-0.7347178,-0.89081943,0.60965073,-0.864287,-0.7589563,-0.3969592,-0.79648685,0.050824143,0.91316974,0.6901862,0.35391587,0.019566732,0.40206915,-0.20268181,-0.54040706,0.005325797,0.70555043,-0.004122873,1.0006775,0.08852004,-0.7335406,-1.3221091,-0.43883064,0.21001144,-1.3913252,0.6532219,0.8533271,0.96211874,0.4810336,-0.8506541,-0.25104052,-0.750404,-0.10286181,0.49662372,-0.4261501,0.29576033,-0.2873417,0.11474311,-0.17519249,-0.18431753,-0.85196,-0.527537,-1.4324486,0.23722392,0.5914352,0.09127061,-0.2257779,0.63238215,-1.3936727,-0.7616795,0.0022362347,3,Aggressive
0.29238033,0.19930886,0.4277461,-0.8864976,-0.14359677,-0.522859,0.51824254,0.745461,-0.43732852,-0.8095638,-0.49314407,-0.791983,-0.35515568,0.07639716,0.9473619,-0.2012595,-0.55992013,-0.6663965,-0.6539205,-0.6148046,0.52453405,-0.8779446,0.9948054,0.045372784,0.08854379,-0.28487223,0.38051072,-0.057087317,-0.34187743,-0.4697232,0.8513024,-0.41802096,-0.12721348,-0.29931718,-0.8276423,-0.6281312,-0.62099606,0.38729903,-0.18682918,0.5639351,0.41790184,-0.61590046,0.12583384,0.4858177,0.26608583,0.20003301,0.47922176,-0.88643855,0.4628439,-0.45468947,0.14374451,-0.51539004,0.67763513,-0.03888129,0.2858824,0.5881641,0.7906305,0.4641242,-0.70246285,0.7090647,0.23715582,0.21889952,0.8426811,-0.50233686,-0.5208248,0.026387108,0.50172615,-0.10551859,0.26778278,-0.09495055,0.22077437,0.64452463,-0.6390466,0.39075705,0.57485145,-0.10577718,-0.35353285,-0.97291136,0.59421,-0.34412268,-0.28538105,-0.32798767,-0.0025213384,0.40499914,0.54372627,-0.21485856,0.32620406,0.4413685,-0.40616533,-0.80675703,0.78933144,0.35423195,0.2962208,-0.882195,0.6357461,0.13210832,0.69576883,0.94912237,0.91420066,1,Bending
-0.44575027,-0.97810525,0.7714544,-1.0898888,0.7023879,-0.43965188,-0.84649783,-0.92386353,0.5423634,1.2224973,-0.17862366,0.634892,1.4080191,-0.9879146,-0.19393533,-1.4007719,0.34699973,0.93789697,1.2420402,-0.55125517,-0.28953394,1.053583,-0.5518952,0.12305815,0.048635855,0.5366306,0.7347785,-0.048935287,0.32079273,0.098095395,-0.3390223,-0.4561184,0.077263296,0.46024406,0.6216198,-0.86199033,-0.9525839,-0.31554738,-0.7638165,-1.2773148,-0.20064822,0.44361958,1.4394336,0.50711715,-0.6411027,0.9636086,-0.21573314,-0.051621277,-0.35982057,-0.43890595,0.7900886,-1.3031468,0.15719295,-0.5199328,1.3717655,0.5483973,-0.40737572,-1.3458321,0.40774706,0.12502283,-1.4921051,0.14890927,-0.83627117,-0.6340387,-0.06044998,-0.12308544,0.7357667,-0.9535466,-0.49737015,1.0355058,-0.9293179,-0.448646,0.2547126,-0.45954165,0.32741165,-0.11948413,0.20369527,0.96896297,-1.4552374,0.69615126,0.99514276,-0.4559757,-0.3811978,0.34706253,-1.2484887,-0.6572995,-0.094968475,-0.84193814,-0.43328202,0.7216425,-1.2943763,-0.32184732,0.20702109,1.1901177,-0.54021305,0.04057746,0.6238316,-0.41003522,-0.8920977,3,Aggressive
-0.1370718,0.6332184,0.70275444,1.2931583,0.19928241,0.7117626,-0.874432,0.8642736,0.8059571,1.3608086,-0.48207033,-0.639116,-1.2773618,0.8157242,0.86227584,0.89913726,0.18720672,0.12846312,-0.5139674,0.2633952,0.89473563,-1.1040764,-0.75917816,-0.93321884,0.48480198,-0.32474303,-0.13836062,0.40616703,0.515648,-0.21577322,1.3025725,0.65375763,0.69959337,-0.67167205,-0.37065634,0.65023273,0.7984317,-0.34830645,-0.10329979,1.2646464,-0.6401716,-0.15027589,-0.13115,0.68046594,0.95847017,-0.24901338,-0.5666356,0.5132597,-0.3943187,-0.34464046,-0.5888207,1.4513814,-0.1414221,-0.64569753,0.32485124,-0.7848231,0.97115487,1.2671072,-0.15369676,0.47963268,-0.15167603,-0.5734262,-0.32185984,1.1465255,0.27568835,0.08578996,-0.112407126,-0.11369545,-0.0034710015,-1.0270399,0.08266015,0.7759706,0.29721016,0.44524175,0.19496627,1.1082413,0.15669966,-0.94626695,-1.3972275,-0.9327815,-0.20970398,-0.649218,-0.8061431,0.5870539,1.338832,0.6022774,-0.45442706,-0.689365,-0.49753723,0.23229125,-0.30490693,-0.09547798,-0.24150223,-0.51640505,-0.76649195,-0.026734635,-0.7186013,-0.8037468,-0.46359926,3,Aggressive
-0.94311756,0.81762034,0.21569906,0.630037,0.9555332,0.19901966,0.40170896,0.79898095,-0.81649625,-0.3381032,0.9109958,0.91670114,0.96161485,0.773765,-0.61280304,-0.7615822,0.7542905,-0.13214462,-0.61036795,0.94211364,-0.79095143,0.4591422,0.7383467,-0.82453066,-0.3225024,0.93202525,0.20899719,-0.04577394,0.8909406,0.95142114,-0.3008307,0.86088467,-0.5551141,-0.6823682,0.83817273,-0.40978107,-0.18897301,0.8606222,0.283775,-0.26261118,0.7375726,0.49944842,-0.544199,0.77396125,0.844797,-0.007078243,0.70571196,0.9422075,0.3808283,0.9097026,-0.5108809,0.19019288,0.9393052,0.9150834,-0.18929593,0.906875,0.40320417,0.04849946,0.9126105,-0.8467243,0.19289118,0.959051,0.37152487,-0.23700999,0.9106231,0.63267636,0.8834967,0.80514574,0.4572844,-0.17847311,0.77180135,0.6729528,-0.83315134,0.82313335,-0.5707595,-0.3203881,0.8389623,-0.94554317,0.1876502,0.7818247,0.33896872,-0.7168373,0.7881226,0.29127944,0.94248366,0.9129476,-0.43339428,-0.94536686,0.7622013,0.20577478,-0.94514245,0.9302352,0.1694034,0.82365453,0.7771968,-0.6970299,-0.23085211,0.8219303,-0.061456308,2,Collapsed_Fall
0.50616693,0.78266895,-0.0020210668,-0.8082607,0.9464807,0.86420393,-0.5407749,0.8182419,0.49365434,0.46716157,0.9935597,-0.22376262,0.029197447,0.8802256,0.85550433,0.5386612,0.70499825,-0.73380345,0.5836934,0.9445422,-0.95332265,-0.87982327,0.90677506,-0.25597513,0.73623115,0.7768357,-0.95664,0.3737766,0.7805522,-0.15483487,0.2494704,0.8476687,-0.08780422,0.6169809,0.8999251,-0.17092298,0.001960327,0.96990854,-0.93770313,0.7816228,0.74989194,-0.50116825,0.9623599,0.7501978,0.82817334,-0.3510531,0.9091482,-0.08724681,0.47293478,0.7953546,-0.4609871,-0.8002843,0.76812655,-0.40741402,0.38895246,0.9062403,0.8028365,-0.7874058,0.71814483,-0.60549444,0.47380403,0.8594095,-0.9829937,-0.5587522,0.89218134,-0.15993059,0.83714694,0.8154118,0.8739674,-0.08114136,0.73771065,0.47470963,0.6586692,0.80277234,0.17228286,-0.71459925,0.8293722,0.24713081,0.4524514,0.74833083,0.06188746,0.13062797,0.8465269,0.0013760685,0.42768455,0.8016455,0.5205355,0.15285301,0.970004,-0.56387484,0.66654736,0.71929014,-0.19234061,-0.6010304,0.90098655,0.40983963,-0.94927645,0.9165781,-0.41750148,2,Collapsed_Fall
-0.71343374,0.26060894,0.32759386,0.88390183,0.90407985,0.3177934,-0.9886498,-0.28200418,0.026283026,-0.001640487,0.20668127,0.92110294,0.7703854,-0.78218395,-0.4680392,0.6662188,0.6486138,-0.44925857,0.46117607,0.34407476,-0.05295207,-0.59709007,0.77728635,0.35570237,-0.6620141,0.4096047,0.48286745,0.77376056,-0.55432147,0.9775082,-0.69321316,0.20137778,0.31435302,-0.1620942,-0.049924582,0.7818202,0.29054847,-0.0059980834,-0.74330086,-0.98532474,-0.75006276,0.91236913,0.52817357,0.93423265,-0.9285826,0.36044082,-0.91141295,0.56411296,-0.23809965,-0.8084693,0.13609329,-0.4397596,0.31914788,0.3163495,0.41001496,0.98493016,-0.22660458,-0.06936905,0.6092234,0.15674004,-0.92548555,0.68615705,-0.89700264,-0.6583597,-0.7958401,-0.8441457,-0.9486303,-0.88994455,-0.115121625,-0.49429545,-0.74692625,0.3174111,-0.54777616,-0.9621017,-0.16316043,-0.37913403,-0.36279115,-0.109459944,0.33782786,0.23295824,0.8745232,0.035433333,-0.054860182,-0.57317114,0.5107626,-0.71844846,-0.01773422,-0.1573556,0.31660175,0.8352429,0.89319116,-0.6644015,-0.47636557,0.62327063,0.036559526,-0.09393086,0.4212509,0.20384991,0.9414281,1,Bending
